Time,Tx,Ty,Tz
0,0,0,0
0.0125,-0.0015056901435099,0.000814411588427988,0.000356031213162501
0.025,-0.0031190519834723,0.00237261068772998,0.000635360177343197
0.0375,-0.0047787020662727,0.00407670412162897,0.000856802940997999
0.05,-0.0064516461267054,0.00553810399034704,0.0010344126936995
0.0625,-0.0081358604817581,0.00662567845171902,0.0011743899286295
0.075,-0.0098500006817606,0.00740774122550403,0.0012776374573446
0.0875,-0.0116177628224729,0.00804181552682304,0.0013447351464264
0.1,-0.0134537319688527,0.00867170284431007,0.0013804694137761
0.1125,-0.0153553717966366,0.00936732550369701,0.0013962926956242
0.125,-0.0173093463836464,0.010173370716975,0.0014062063189205
0.1375,-0.0192731324971336,0.0109180620939771,0.0014362270851716
0.15,-0.0212167307072917,0.011568486996307,0.0015029000598291
0.1625,-0.0231128290857347,0.0121015582963441,0.0016187649025602
0.175,-0.0249391384608998,0.012506311180512,0.0017911439566793
0.1875,-0.0266799262484633,0.012784557885988,0.0020208189541785
0.2,-0.0283257199273883,0.012950990837447,0.0023011147684987
0.2125,-0.029870982220169,0.013031581253408,0.0026183104959038
0.225,-0.031311196679265,0.013060021985821,0.0029531667322679
0.2375,-0.0326402516966148,0.013073842195773,0.0032830873048944
0.25,-0.0338479853507753,0.013109995524221,0.0035851079814699
0.2625,-0.0349200782856172,0.013200831816477,0.0038392756149391
0.275,-0.0358388705794214,0.013368873301977,0.0040317043331427
0.2875,-0.0365857704189878,0.013624789980838,0.0041565045513345
0.3,-0.0371436389448999,0.013965876154807,0.0042160123146006
0.3125,-0.0374993991014796,0.014376915223085,0.0042197536253168
0.325,-0.0376451249647338,0.014831098275178,0.0041820964146534
0.3375,-0.0375788120622348,0.01529415236981,0.0041189934067303
0.35,-0.0373028846777893,0.01572883141028,0.0040444852711547
0.3625,-0.0368217324889182,0.016099487155004,0.0039673455225717
0.375,-0.0361400011537668,0.01637780478717,0.0038891004558143
0.3875,-0.0352595861306304,0.016547338417351,0.0038036712879118
0.4,-0.0341785513883075,0.0166060940267581,0.0036983387782697
0.4125,-0.0328901085834647,0.016567791817095,0.0035565095194128
0.425,-0.0313841245942634,0.016459680040089,0.0033613216891777
0.4375,-0.0296496538747699,0.0163188278323471,0.0030993993609418
0.45,-0.0276769321399128,0.016186331842431,0.0027641442852089
0.4625,-0.0254600852902061,0.016099877587869,0.0023577800560808
0.475,-0.0229985327218362,0.016087535486724,0.0018922943748299
0.4875,-0.0202979728261947,0.016163360024505,0.0013883828717122
0.5,-0.0173685375032414,0.01632444239066,0.000872640949726701
0.5125,-0.0142230955047661,0.016551602403147,0.000373801564275699
0.525,-0.0108744278566366,0.016812913295825,-8.13833545042983e-05
0.5375,-0.0073336272140242,0.017069031660801,-0.000472035414197901
0.55,-0.0036085543610349,0.017280616492366,-0.000786267634078901
0.5625,0.000296623964940103,0.0174138776841101,-0.0010226242199733
0.575,0.0043786540029482,0.01744659048966,-0.0011896512624923
0.5875,0.0086334945105031,0.0173713979472361,-0.0013038095533142
0.6,0.0130525325706142,0.0171965740470891,-0.0013865004398182
0.6125,0.0176194004786522,0.01694476595835,-0.0014601020243835
0.625,0.0223077869889874,0.0166495525614631,-0.0015439986726613
0.6375,0.0270808401324061,0.016350673132738,-0.0016509556493657
0.65,0.0318920571963823,0.016088831488593,-0.0017857082342755
0.6625,0.0366881702703404,0.0159003230535211,-0.001944112315002
0.675,0.0414130660760969,0.015812956267761,-0.0021146574295059
0.6875,0.0460124835627739,0.015843713708133,-0.002281104385192
0.7,0.0504385297895768,0.015997456463247,-0.0024263579465922
0.712499999999999,0.0546526878544031,0.016267780103446,-0.0025363316028966
0.724999999999999,0.0586277835433041,0.0166392246928311,-0.0026028883111595
0.737499999999999,0.0623482692204521,0.017090102133004,-0.0026253384914488
0.749999999999999,0.0658082565697721,0.0175960675755981,-0.0026098513475891
0.762499999999999,0.0690084113346681,0.0181325798459681,-0.0025677385319492
0.774999999999999,0.0719521903722791,0.018678263105825,-0.0025119599650288
0.787499999999999,0.0746426425826191,0.019216457877506,-0.002453590380433
0.799999999999999,0.0770790221970441,0.019735896307821,-0.0023981293317374
0.812499999999999,0.0792549643600951,0.020230883638187,-0.0023441735572841
0.824999999999999,0.0811581723071541,0.02070178763768,-0.0022832977200994
0.837499999999999,0.0827741061504741,0.021152674248591,-0.0022018436180906
0.849999999999999,0.0840873332062591,0.021591763262261,-0.0020850405830256
0.862499999999999,0.0850863355171671,0.02202946368665,-0.0019213430670055
0.874999999999999,0.0857655053507611,0.022477368256957,-0.0017064408502052
0.887499999999999,0.0861287681008001,0.022946723070424,-0.0014459936463978
0.899999999999999,0.0861871012557991,0.023446923672355,-0.0011562938150663
0.912499999999999,0.0859592779777641,0.023982959505497,-0.0008617234825779
0.924999999999999,0.0854701081159141,0.0245537997919351,-0.0005905002885008
0.937499999999999,0.0847491395853691,0.0251501524462451,-0.0003686321216665
0.949999999999999,0.0838294020618691,0.025753542148249,-0.0002138529729993
0.962499999999999,0.0827454402563671,0.026337613743287,-0.000130743561347801
0.974999999999999,0.0815348340505781,0.026869555568969,-0.000108674122226201
0.987499999999998,0.0802315506558531,0.027316619171996,-0.000122755200961999
0.999999999999998,0.0788601234264121,0.027653718930288,-0.000138762303488499
1.0125,0.0774270016588811,0.027871425440381,-0.000120803443615199
1.025,0.0759117939184611,0.027983204176953,-3.9174165399801e-05
1.0375,0.0742607365785771,0.0280293967487191,0.0001222282756589
1.05,0.0723894869666731,0.0280746066134681,0.000361509890193099
1.0625,0.0701944033277451,0.028199517027509,0.000659541875681298
1.075,0.0675730326781291,0.0284859460628321,0.000984191309746703
1.0875,0.0644509717206371,0.028999884151889,0.0012984628243231
1.1,0.0608071926274261,0.0297747331671501,0.0015699368926263
1.1125,0.0566905818510691,0.030801443387512,0.0017788079885034
1.125,0.0522215514723494,0.0320273622261791,0.001922607681503
1.1375,0.0475745487403314,0.033365653877388,0.0020159440715347
1.15,0.0429449915227756,0.034714431572576,0.0020860330769007
1.1625,0.0385063880822898,0.035980497745044,0.0021645015417852
1.175,0.0343709967082809,0.037101409918096,0.0022782283061923
1.1875,0.0305636955954056,0.038060265451542,0.0024418127187143
1.2,0.0270179660660839,0.0388891101129,0.0026543683836975
1.2125,0.0235957961374948,0.039658372083812,0.0029009355585313
1.225,0.0201271927626473,0.040457040086175,0.0031579054229825
1.2375,0.0164585219405148,0.041366756819278,0.0034011712864338
1.25,0.0124950959760428,0.042438261837246,0.0036141742118032
1.2625,0.0082278689380801,0.043676798413101,0.0037931763493325
1.275,0.0037355514947582,0.045039765959483,0.0039480646636208
1.2875,-0.000837322007804502,0.046447337168965,0.0040986618943692
1.3,-0.0053191316428656,0.047802647032796,0.0042683141846343
1.3125,-0.0095547055527082,0.049015602402314,0.0044764424839471
1.325,-0.013442023310364,0.050023909794727,0.0047316694787976
1.3375,-0.016951793376254,0.050805806445428,0.0050287746889261
1.35,-0.0201262740002141,0.051381879501267,0.0053497430264868
1.3625,-0.0230588353943979,0.051806850165273,0.0056681606614526
1.375,-0.0258625511924035,0.052154058201014,0.0059557839318929
1.3875,-0.0286364408191866,0.052498405870055,0.006189024031114
1.4,-0.0314431521881125,0.052901206805652,0.0063547008349021
1.4125,-0.0342949323014381,0.053401699918376,0.0064518141190086
1.425,-0.037156619032699,0.054015008452571,0.0064910196957029
1.4375,-0.0399593048303485,0.05473475833507,0.0064904415539481
1.45,-0.0426161466797816,0.055542710944538,0.0064713468376008
1.4625,-0.0450487461166574,0.056413997090716,0.0064531800604796
